text,difficulty,result,sentiment
"Company Microsoft. Role SDE-1. Experience level Fresher. Coding round question Merge Intervals. Approach was correct but code had multiple bugs during dry run. Nervousness caused simple mistakes.",Medium,Rejected,Negative
"Company Meta. Role Software Engineer. Experience level Mid. Coding round on LRU Cache. I knew the concept but pointer manipulation in doubly linked list got confusing. Could not complete implementation.",Hard,Rejected,Negative
"Company Uber. Role Backend Engineer. Experience level Mid. System design round on designing a ride matching service. I focused too much on APIs and skipped data consistency issues. Interviewer expected stronger reasoning on geo indexing.",Hard,Rejected,Negative
"Company Netflix. Role Senior Engineer. Experience level Senior. System design round on distributed logging system. I underestimated scale and failed to address backpressure and storage costs.",Hard,Rejected,Negative
"Company LinkedIn. Role Backend Engineer. Experience level Mid. Coding round question Word Ladder. I attempted BFS but implementation was inefficient and resulted in TLE during discussion.",Hard,Rejected,Negative
"Company Apple. Role Software Engineer. Experience level Mid. Coding round question Regular Expression Matching. I identified DP but could not derive correct state transitions.",Hard,Rejected,Negative
"Company Salesforce. Role MTS. Experience level Mid. Coding round on Alien Dictionary. Graph construction was incorrect and I confused indegree calculation.",Hard,Rejected,Negative
"Company Oracle. Role Software Engineer. Experience level Mid. Coding round question Copy List with Random Pointer. Logic was explained but implementation had pointer errors.",Medium,Rejected,Negative
"Company PayPal. Role Backend Engineer. Experience level Mid. Coding round question Word Break II. Recursive solution worked but had exponential complexity. I couldn't optimize with memoization in time.",Hard,Rejected,Negative
"Company Cisco. Role Software Engineer. Experience level Fresher. Coding round question Reverse Nodes in K Group. Missed the edge case when remaining nodes are less than k.",Medium,Rejected,Negative
"Company Flipkart. Role SDE-1. Experience level Fresher. Machine coding round to design Snake and Ladder game. Code was functional but not modular and failed LLD evaluation.",Hard,Rejected,Negative
"Company PhonePe. Role Backend Engineer. Experience level Mid. Coding round question Count of Range Sum. I knew merge sort approach but implementation complexity overwhelmed me.",Hard,Rejected,Negative
"Company CRED. Role Backend Engineer. Experience level Mid. Machine coding round to design expense sharing system. Concurrency handling was weak and race conditions were pointed out.",Hard,Rejected,Negative
"Company Swiggy. Role SDE-2. Experience level Mid. Coding round on Burn Binary Tree. I struggled converting tree to graph and BFS logic remained incomplete.",Hard,Rejected,Negative
"Company Razorpay. Role Software Engineer. Experience level Senior. System design round on payment reconciliation. I failed to consider duplicate events and eventual consistency.",Hard,Rejected,Negative
"Company Zomato. Role Backend Engineer. Experience level Mid. LLD round on food delivery app. Design worked but lacked extensibility and clean abstractions.",Medium,Rejected,Negative
"Company Goldman Sachs. Role Analyst. Experience level Fresher. Coding round question Median in a Stream. Heap balancing logic was confusing and solution remained partial.",Medium,Rejected,Negative
"Company Tower Research. Role SDE. Experience level Mid. Coding round on Sliding Window Maximum. I used heap instead of deque leading to inefficient solution.",Hard,Rejected,Negative
"Company Google. Role Software Engineer. Experience level Fresher. Coding round question Longest Substring Without Repeating Characters. I explained sliding window but implementation had index handling bugs and interviewer had to intervene.",Medium,Rejected,Negative
"Company Amazon. Role SDE-1. Experience level Fresher. Coding round question Two Sum in sorted array. I initially used hash map instead of two pointers and wasted time correcting approach.",Easy,Rejected,Negative
"Company Microsoft. Role Software Engineer. Experience level Mid. System design round on URL Shortener. I missed discussion on database sharding and rate limiting.",Medium,Rejected,Negative
"Company Meta. Role Software Engineer. Experience level Mid. Coding round question Kth Largest Element in Array. I used sorting instead of heap and could not optimize when prompted.",Medium,Rejected,Negative
"Company Uber. Role Backend Engineer. Experience level Mid. Coding round question Course Schedule. I confused DFS cycle detection logic and produced incorrect result.",Medium,Rejected,Negative
"Company Netflix. Role Senior Engineer. Experience level Senior. System design round on video streaming service. I underestimated CDN role and buffering strategies.",Hard,Rejected,Negative
"Company LinkedIn. Role Software Engineer. Experience level Mid. Coding round question Merge K Sorted Lists. I knew heap approach but syntax mistakes slowed me down.",Hard,Rejected,Negative
"Company Apple. Role Software Engineer. Experience level Mid. Coding round question Maximum Product Subarray. I struggled handling negative numbers and edge cases.",Medium,Rejected,Negative
"Company Salesforce. Role Software Engineer. Experience level Fresher. Coding round question Valid Parentheses. Solution was correct but interviewer expected cleaner explanation and edge case handling.",Easy,Rejected,Negative
"Company Oracle. Role Software Engineer. Experience level Mid. Coding round question Detect Cycle in Linked List. I explained Floyd’s algorithm but failed to code it correctly.",Easy,Rejected,Negative
"Company Paytm. Role Backend Engineer. Experience level Mid. Machine coding round to design wallet system. I failed to properly separate concerns and business logic.",Hard,Rejected,Negative
"Company Cisco. Role Software Engineer. Experience level Mid. Coding round question Lowest Common Ancestor of Binary Tree. Recursion logic was partially incorrect.",Medium,Rejected,Negative
"Company Flipkart. Role SDE-2. Experience level Mid. Coding round question Next Greater Element. I attempted brute force initially and optimized too late.",Medium,Rejected,Negative
"Company PhonePe. Role Backend Engineer. Experience level Mid. System design round on UPI transaction flow. I missed timeout handling and duplicate transaction prevention.",Hard,Rejected,Negative
"Company CRED. Role Software Engineer. Experience level Mid. Coding round question Subarray Sum Equals K. Prefix sum logic was correct but implementation had off-by-one error.",Medium,Rejected,Negative
"Company Swiggy. Role SDE-1. Experience level Fresher. Coding round question Binary Tree Level Order Traversal. Code worked but explanation lacked clarity.",Easy,Rejected,Negative
"Company Razorpay. Role Backend Engineer. Experience level Mid. Coding round question Design Hit Counter. I failed to optimize memory usage when scale increased.",Medium,Rejected,Negative
"Company Zomato. Role Software Engineer. Experience level Mid. Coding round question Find Duplicate Number. I used extra space instead of Floyd’s cycle method.",Medium,Rejected,Negative
"Company Goldman Sachs. Role Analyst. Experience level Fresher. Coding round question Maximum Subarray Sum. I knew Kadane’s algorithm but explanation was weak.",Easy,Rejected,Negative
"Company Atlassian. Role Software Engineer. Experience level Mid. Coding round question Implement Trie. Implementation was incomplete and lacked delete operation discussion.",Medium,Rejected,Negative
"Company Google. Role Software Engineer. Experience level Mid. Coding round question Count of Smaller Numbers After Self using Merge Sort or BIT. Tips I used a brute force O(N^2) approach and it TLEd immediately.",Hard,Rejected,Negative
"Company Amazon. Role SDE-2. Experience level Mid. System Design round question Design a Package Tracking System using DynamoDB. Tips I messed up the partition key selection leading to hot partitions.",Medium,Rejected,Negative
"Company Meta. Role E4. Experience level Mid. Coding round question Minimum Window Substring using sliding window. Tips My window contraction logic had an off-by-one error I couldn't fix.",Hard,Rejected,Negative
"Company Netflix. Role Senior Engineer. Experience level Senior. System Design round question Design a Global Leaderboard using Redis. Tips Failed to explain how to handle consistency across multi-region replication.",Hard,Rejected,Negative
"Company Apple. Role ICT. Experience level Fresher. Coding round question Word Search II using Trie and DFS. Tips The recursion depth was too deep and I hit a stack overflow.",Hard,Rejected,Negative
"Company Microsoft. Role SDE-1. Experience level Fresher. Coding round question Alien Dictionary using Topological Sort. Tips I couldn't handle the case where the dictionary is invalid (cycle exists).",Medium,Rejected,Negative
"Company Uber. Role Backend Engineer. Experience level Mid. Machine Coding round question Design a Food Delivery System using multi-threading. Tips My solution had a deadlock condition during the concurrency test.",Hard,Rejected,Negative
"Company Lyft. Role Software Engineer. Experience level Mid. Coding round question Key Value Store with Transactions using stack of hashmaps. Tips Implementation was too slow and I didn't finish the commit/rollback logic.",Medium,Rejected,Negative
"Company Airbnb. Role Full Stack. Experience level Mid. Coding round question Text Justification using greedy string packing. Tips It requires very precise index tracking; I had bugs in the last line padding.",Hard,Rejected,Negative
"Company Stripe. Role Backend Engineer. Experience level Mid. Integration round question Parse Payment Headers using string parsing. Tips I missed a crucial edge case where the header value contained delimiters.",Medium,Rejected,Negative
"Company Coinbase. Role SDE-2. Experience level Mid. Coding round question Currency Exchange using Floyd Warshall. Tips I used BFS which was inefficient for finding the best rate path.",Medium,Rejected,Negative
"Company DoorDash. Role Backend. Experience level Mid. Coding round question Dasher Scheduling using Max Flow Min Cut. Tips I identified it as a graph problem but couldn't recall the specific algorithm.",Hard,Rejected,Negative
"Company Pinterest. Role Data Engineer. Experience level Mid. Coding round question Serialize and Deserialize N-ary Tree using DFS. Tips My delimiter choice caused issues when the data itself contained that character.",Medium,Rejected,Negative
"Company Snap. Role Android Engineer. Experience level Mid. Coding round question LRU Cache using LinkedHashMap. Tips I tried to implement the Doubly Linked List from scratch and ran out of time.",Medium,Rejected,Negative
"Company LinkedIn. Role UI Engineer. Experience level Mid. Machine Coding round question Build a Comment Section using vanilla JS. Tips My DOM manipulation was inefficient and caused lag on large lists.",Medium,Rejected,Negative
"Company Twitter. Role SDE-2. Experience level Mid. System Design round question Design a Trending Topics Service using Count-Min Sketch. Tips I had never heard of probabilistic data structures like Count-Min Sketch.",Hard,Rejected,Negative
"Company Dropbox. Role SDE. Experience level Mid. Coding round question Game of Life using in-place matrix mutation. Tips I used extra space because I couldn't figure out the bit-masking trick.",Medium,Rejected,Negative
"Company Salesforce. Role MTS. Experience level Mid. Coding round question Merge Intervals using sorting. Tips I forgot to handle the case where one interval completely swallows another.",Easy,Rejected,Negative
"Company Adobe. Role Member of Technical Staff. Experience level Fresher. Coding round question Dungeon Game using bottom-up DP. Tips I tried top-down recursion and couldn't handle the memoization logic.",Hard,Rejected,Negative
"Company Oracle. Role OCI. Experience level Mid. Coding round question Reorder List using linked list manipulation. Tips Breaking the list and reversing the second half was trickier than I thought.",Medium,Rejected,Negative
"Company Atlassian. Role Senior Engineer. Experience level Senior. System Design round question Design a Rate Limiter using token bucket. Tips I couldn't explain how to synchronize the counter in a distributed environment.",Medium,Rejected,Negative
"Company Flipkart. Role SDE-1. Experience level Fresher. Machine Coding round question Design an Inventory Management System using Java. Tips My code was not modular; I put everything in the main class.",Medium,Rejected,Negative
"Company Swiggy. Role SDE-2. Experience level Mid. Coding round question Minimum Number of Platforms using greedy sorting. Tips I sorted only arrival times and forgot to sort departure times.",Medium,Rejected,Negative
"Company Zomato. Role Backend. Experience level Mid. LLD round question Design a Movie Ticket Booking Schema using SQL. Tips I didn't normalize the tables properly, leading to data redundancy.",Medium,Rejected,Negative
"Company Paytm. Role SDE-2. Experience level Mid. Coding round question Trapping Rain Water using two pointers. Tips I couldn't prove why the two-pointer approach works and the interviewer was skeptical.",Medium,Rejected,Negative
"Company Razorpay. Role Senior SDE. Experience level Senior. System Design round question Design a Webhook Retry Mechanism using exponential backoff. Tips I didn't account for the thundering herd problem.",Hard,Rejected,Negative
"Company CRED. Role Backend. Experience level Mid. Machine Coding round question Design a SPLITWISE clone using concurrency. Tips My solution failed the thread-safety unit tests.",Hard,Rejected,Negative
"Company Udaan. Role SDE-2. Experience level Mid. Coding round question Median of Data Stream using two heaps. Tips I used a sorted list which made insertion O(N) instead of O(log N).",Medium,Rejected,Negative
"Company Meesho. Role SDE-1. Experience level Fresher. Coding round question Longest Palindromic Substring using expansion from center. Tips I missed the case for even length palindromes.",Medium,Rejected,Negative
"Company PhonePe. Role SDE-1. Experience level Fresher. Coding round question 0/1 Knapsack using DP. Tips I messed up the initialization of the DP table with -1.",Medium,Rejected,Negative
"Company Urban Company. Role SDE-2. Experience level Mid. LLD round question Design a Service Booking App using state patterns. Tips I used too many if-else conditions instead of polymorphism.",Medium,Rejected,Negative
"Company Groww. Role SDE. Experience level Mid. Coding round question Search in Rotated Sorted Array using binary search. Tips I struggled to determine which half was sorted.",Medium,Rejected,Negative
"Company Zerodha. Role Tech Team. Experience level Mid. Technical Discussion round question PostgreSQL vs MySQL Internals using MVCC. Tips I lacked depth on how MVCC actually works at the storage level.",Hard,Rejected,Negative
"Company Dream11. Role SDE. Experience level Mid. System Design round question Design a Fantasy Scoring Engine using stream processing. Tips I underestimated the latency requirements for real-time scoring.",Medium,Rejected,Negative
"Company InMobi. Role SDE-1. Experience level Fresher. Coding round question Unique Paths II using DP with obstacles. Tips I didn't handle the case where the start or end point is an obstacle.",Medium,Rejected,Negative
"Company Cure.fit. Role Backend. Experience level Mid. Coding round question Edit Distance using DP. Tips I couldn't visualize the 2D matrix transition.",Hard,Rejected,Negative
"Company Hotstar. Role SDE-2. Experience level Mid. System Design round question Design a Live Sports Streaming Service using CDN. Tips Failed to discuss HLS/DASH protocols and bitrate adaptation.",Hard,Rejected,Negative
"Company Jio. Role SDE. Experience level Fresher. Coding round question Valid Parentheses using stack. Tips I forgot to check if the stack was empty before popping.",Easy,Rejected,Negative
"Company TCS. Role Digital. Experience level Fresher. Coding round question Matrix Multiplication using arrays. Tips I printed the output in the wrong format and the automated test case failed.",Easy,Rejected,Negative
"Company Infosys. Role Power Programmer. Experience level Fresher. Coding round question Longest Increasing Subsequence using binary search. Tips I only knew the O(N^2) DP solution, they wanted O(N log N).",Medium,Rejected,Negative
"Company Wipro. Role Turbo. Experience level Fresher. Coding round question Spiral Matrix Traversal using simulation. Tips My index out of bounds checks were incorrect.",Easy,Rejected,Negative
"Company Accenture. Role ASE. Experience level Fresher. Coding round question Rat in a Maze using backtracking. Tips My base condition for the recursion was wrong causing infinite loop.",Medium,Rejected,Negative
"Company Cognizant. Role GenC Next. Experience level Fresher. Coding round question String Compression using two pointers. Tips I forgot to handle single character counts.",Easy,Rejected,Negative
"Company IBM. Role Developer. Experience level Fresher. Coding round question FizzBuzz using modular arithmetic. Tips I put the 'FizzBuzz' condition last instead of first.",Easy,Rejected,Negative
"Company Goldman Sachs. Role Analyst. Experience level Fresher. Coding round question Best Time to Buy and Sell Stock using one pass. Tips I tried a nested loop approach which timed out.",Easy,Rejected,Negative
"Company JP Morgan. Role Associate. Experience level Mid. Coding round question Group Anagrams using prime factorization. Tips The product of primes overflowed the integer limit.",Medium,Rejected,Negative
"Company Morgan Stanley. Role Technology Associate. Experience level Mid. Coding round question Sort Colors using one pass. Tips I used a standard sort function instead of the required Dutch National Flag algorithm.",Medium,Rejected,Negative
"Company Wells Fargo. Role Analyst. Experience level Fresher. Coding round question Coin Change using DP. Tips I initialized the array with 0 instead of infinity.",Medium,Rejected,Negative
"Company Bank of America. Role Developer. Experience level Mid. Coding round question Intersection of Two Arrays II using hashmaps. Tips I ignored the constraint about disk storage if arrays are too large.",Medium,Rejected,Negative
"Company Citi. Role App Dev. Experience level Mid. Coding round question Product of Array Except Self using prefix/suffix. Tips I used division which was explicitly forbidden.",Medium,Rejected,Negative
"Company Deutsche Bank. Role Analyst. Experience level Fresher. Coding round question Search Insert Position using binary search. Tips I returned the wrong index for the insertion point.",Easy,Rejected,Negative
"Company Barclays. Role BA4. Experience level Mid. Coding round question Longest Substring Without Repeating Characters using sliding window. Tips I forgot to update the start pointer correctly.",Medium,Rejected,Negative
"Company BlackRock. Role Analyst. Experience level Fresher. Coding round question Valid Anagram using sorting. Tips I didn't ask if the input contained unicode characters.",Easy,Rejected,Negative
"Company Visa. Role Sr. Software Engineer. Experience level Senior. System Design round question Design a Card Processing System using idempotency. Tips I couldn't explain how to handle double charging scenarios.",Hard,Rejected,Negative
"Company PayPal. Role SDE-2. Experience level Mid. Coding round question Partition Equal Subset Sum using DP. Tips I tried a greedy approach which doesn't work for this problem.",Medium,Rejected,Negative
"Company Mastercard. Role Software Engineer. Experience level Mid. Coding round question String to Integer (atoi) using parsing. Tips I missed the overflow check for INT_MAX.",Medium,Rejected,Negative
"Company American Express. Role Engineer. Experience level Mid. Coding round question 3Sum using two pointers. Tips I couldn't handle duplicate triplets in the result set.",Medium,Rejected,Negative
"Company Fidelity. Role SDE. Experience level Mid. Coding round question Find First and Last Position of Element using binary search. Tips I wrote two binary searches but implemented the 'Last Position' one incorrectly.",Medium,Rejected,Negative
"Company UBS. Role IT Analyst. Experience level Fresher. Coding round question Reverse Words in a String using string builder. Tips I forgot to remove the extra spaces between words.",Medium,Rejected,Negative
"Company Tower Research. Role Quant Dev. Experience level Mid. Coding round question Largest Rectangle in Histogram using stack. Tips I couldn't derive the O(N) solution, stuck on O(N^2).",Hard,Rejected,Negative
"Company DE Shaw. Role QAE. Experience level Mid. Coding round question Egg Dropping Puzzle using DP. Tips I had no idea about the mathematical optimization for this puzzle.",Hard,Rejected,Negative
"Company Arcesium. Role SDE. Experience level Fresher. Coding round question Race Car using BFS. Tips The state space for BFS was huge and I didn't prune visited states.",Hard,Rejected,Negative
"Company Samsung. Role R&D. Experience level Fresher. Coding round question Burst Balloons using DP. Tips It was a 3-hour test and I still couldn't figure out the subproblems.",Hard,Rejected,Negative
"Company Media.net. Role SDE. Experience level Mid. Coding round question Word Break using Trie. Tips I implemented the Trie but forgot the backtracking part.",Hard,Rejected,Negative
"Company Directi. Role SDE. Experience level Fresher. Coding round question Chef and his feedback using string matching. Tips I used a naive string match instead of KMP or Rabin-Karp.",Hard,Rejected,Negative
"Company Sprinklr. Role Product Engineer. Experience level Fresher. Coding round question Sliding Window Maximum using Deque. Tips I implemented the Deque logic but kept getting IndexOutOfBounds.",Hard,Rejected,Negative
"Company Nutanix. Role MTS. Experience level Mid. Coding round question Jump Game II using greedy. Tips I tried DP which was O(N^2) and they wanted O(N).",Medium,Rejected,Negative
"Company Cohesity. Role SDE. Experience level Mid. Coding round question Kth Largest Element in Stream using Min-Heap. Tips I used a Max-Heap by mistake and the logic fell apart.",Medium,Rejected,Negative
"Company Rubrik. Role SDE. Experience level Mid. Coding round question Regular Expression Matching using recursion. Tips My recursion didn't handle the '*' wildcard correctly.",Hard,Rejected,Negative
"Company Databricks. Role SDE. Experience level Mid. Coding round question Closest Leaf in a Binary Tree using graph conversion. Tips I failed to convert the parent pointers correctly.",Hard,Rejected,Negative
"Company Snowflake. Role Software Engineer. Experience level Mid. Coding round question Patching Array using greedy. Tips I couldn't spot the greedy pattern and tried a complex subset sum approach.",Hard,Rejected,Negative
"Company Palantir. Role FDE. Experience level New Grad. Coding round question Maximal Square using DP. Tips I tried to solve it using recursion without memoization.",Medium,Rejected,Negative
"Company Tesla. Role Software Engineer. Experience level Mid. Coding round question Asteroid Collision using stack. Tips I missed the condition where both asteroids destroy each other.",Medium,Rejected,Negative
"Company SpaceX. Role Software Engineer. Experience level Mid. Coding round question Number of Islands using DFS. Tips I caused a stack overflow because the grid was too large.",Medium,Rejected,Negative
"Company Cruise. Role Backend. Experience level Mid. Coding round question Robot Room Cleaner using backtracking. Tips Coordinate mapping relative to the robot was very confusing.",Hard,Rejected,Negative
"Company Waymo. Role Perception Engineer. Experience level Senior. Coding round question Skyline Problem using divide and conquer. Tips Code was too messy and I couldn't debug the merge step.",Hard,Rejected,Negative
"Company Nuro. Role SDE. Experience level Mid. Coding round question Text Justification using greedy. Tips I spent too much time on the edge case of the last line.",Hard,Rejected,Negative
"Company Cloudflare. Role Systems Engineer. Experience level Mid. Coding round question Serialize Binary Search Tree using preorder. Tips I tried to use level order which made deserialization harder.",Medium,Rejected,Negative
"Company Twilio. Role Backend. Experience level Mid. Coding round question Letter Combinations of Phone Number using recursion. Tips I hardcoded the mapping and made a typo.",Medium,Rejected,Negative
"Company Okta. Role SDE. Experience level Mid. Coding round question Decode Ways using DP. Tips I didn't handle the case where '0' appears in the string.",Medium,Rejected,Negative
"Company Slack. Role Backend. Experience level Mid. System Design round question Design a Chat System using WebSockets. Tips I focused too much on the database schema and ignored the real-time aspect.",Medium,Rejected,Negative
"Company Zoom. Role Client Engineer. Experience level Mid. Coding round question Meeting Rooms II using min-heap. Tips I sorted by end time instead of start time.",Medium,Rejected,Negative
"Company Cisco. Role Network Engineer. Experience level Fresher. Coding round question Restore IP Addresses using backtracking. Tips I couldn't figure out the valid range constraints for IP octets.",Medium,Rejected,Negative
"Company Juniper Networks. Role SDE. Experience level Mid. Coding round question Binary Tree Right Side View using BFS. Tips I used DFS and printed the wrong nodes for some skewed trees.",Easy,Rejected,Negative
"Company VMware. Role MTS. Experience level Mid. Coding round question Validate Binary Search Tree using ranges. Tips I only compared with immediate children, not the full range.",Medium,Rejected,Negative
"Company Dell. Role SDE. Experience level Fresher. Coding round question Reverse Linked List using recursion. Tips I lost track of the next pointer and broke the list.",Easy,Rejected,Negative
"Company HP. Role R&D. Experience level Mid. Coding round question Check Balanced Binary Tree using recursion. Tips My height calculation function was O(N^2) instead of O(N).",Easy,Rejected,Negative
"Company Intel. Role Firmware Engineer. Experience level Mid. Coding round question Set Matrix Zeroes using O(1) space. Tips I couldn't figure out how to use the first row/col as markers.",Medium,Rejected,Negative
"Company AMD. Role Design Engineer. Experience level Fresher. Coding round question Reverse Bits using bit manipulation. Tips I was looping 32 times but shifting in the wrong direction.",Easy,Rejected,Negative
"Company NVIDIA. Role System Software. Experience level Mid. Coding round question Implement strStr() using KMP. Tips I tried brute force which TLEd on long strings.",Medium,Rejected,Negative
"Company Qualcomm. Role Engineer. Experience level Fresher. Coding round question Find the Duplicate Number using Floyd's Cycle. Tips I tried sorting but that modified the array which was not allowed.",Medium,Rejected,Negative
"Company Texas Instruments. Role Embedded SW. Experience level Fresher. Coding round question Power of Four using bitwise. Tips I checked for power of two but forgot to check the bit position.",Easy,Rejected,Negative
"Company Micron. Role SDE. Experience level Fresher. Coding round question Hamming Distance using XOR. Tips I didn't know the function to count set bits.",Easy,Rejected,Negative
"Company Western Digital. Role Firmware. Experience level Mid. Coding round question Swap Nodes in Pairs using pointers. Tips Pointer manipulation is my weak spot; I lost the head reference.",Medium,Rejected,Negative
"Company Seagate. Role SDE. Experience level Mid. Coding round question Move Zeroes using in-place. Tips I used a temporary array which violated the space constraint.",Easy,Rejected,Negative
"Company NetApp. Role MTS. Experience level Mid. Coding round question Path Sum II using DFS. Tips I forgot to backtrack (remove the current node) from the list.",Medium,Rejected,Negative
"Company Red Hat. Role Software Engineer. Experience level Mid. Coding round question Simplify Path using stack. Tips I didn't handle the multiple slashes '//' case correctly.",Medium,Rejected,Negative
"Company SAP Labs. Role Developer. Experience level Fresher. Coding round question Reverse Integer using math. Tips I didn't handle the integer overflow check.",Easy,Rejected,Negative
"Company Grab. Role Backend. Experience level Senior. System Design round question Design a Ride Hailing App using geospatial index. Tips I couldn't explain how QuadTrees work.",Hard,Rejected,Negative
"Company Gojek. Role Product Engineer. Experience level Mid. Machine Coding round question Design a Parking Lot using Java. Tips I used static variables everywhere which made it untestable.",Medium,Rejected,Negative
"Company Shopee. Role Server Engineer. Experience level Mid. Coding round question Intersection of Two Linked Lists using pointers. Tips I couldn't match the lengths of the lists correctly.",Easy,Rejected,Negative
